index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
20851,"Zespół Szkolno-Przedszkolny nr 7 w Wodzisławiu Śląskim Szkoła Podstawowa nr 5, ul. Tysiąclecia 25, 44-300 Wodzisław Śląski",273,292,419,582
20852,"Zespół Szkolno-Przedszkolny nr 7 w Wodzisławiu Śląskim, ul. 26 Marca 66, 44-300 Wodzisław Śląski",289,309,465,589
20853,"Zespół Szkolno-Przedszkolny nr 7 w Żorach, ul. Szkolna 8, 44-240 Żory",255,241,434,520
20854,"Zespół Szkolno-Przedszkolny nr 7, Ząbkowice, ul. Aleja Zwycięstwa 77, 42-520 Dąbrowa Górnicza",342,392,577,714
20855,"Zespół Szkolno-Przedszkolny nr 7, ul. Budziwojska 154, 35-317 Rzeszów",424,518,775,154
20856,"Zespół Szkolno-Przedszkolny nr 7, ul. Główna 2, 58-309 Wałbrzych",709,299,1109,519
20857,"Zespół Szkolno-Przedszkolny nr 7, ul. J. Gallusa 5, 40-594 Katowice",780,512,1234,865
20859,"Zespół Szkolno-Przedszkolny nr 7, ul. Leszka 42, 61-062 Poznań",1345,551,99,1016
20860,"Zespół Szkolno-Przedszkolny nr 8 w Żorach, ul. Wysoka 13, 44-240 Żory",499,541,907,162
20861,"Zespół Szkolno-Przedszkolny nr 8, os. Bolesława Śmiałego 107, 60-682 Poznań",1269,402,47,723
20863,"Zespół Szkolno-Przedszkolny nr 8, ul. Składowa 2 - 4, 50-209 Wrocław",1352,625,1980,1363
20864,"Zespół Szkolno-Przedszkolny nr 9 w Rybniku, ul. Wodzisławska 123, 44-218 Rybnik",932,425,1429,931
20865,"Zespół Szkolno-Przedszkolny nr 9 w Żorach, ul. Rybnicka 226, 44-240 Żory",362,571,659,53
20866,"Zespół Szkolno-Przedszkolny nr 9, Gdańsk ul. mjr. Mieczysława Słabego 6, 80-298 Gdańsk 16",854,294,375,510
20867,"Zespół Szkolno-Przedszkolny nr 9, ul. Graniczna 46, 40-018 Katowice",1265,505,1171,924
20868,"Zespół Szkolno-Przedszkolny nr 9, ul. Ludwika Solskiego 13, 52-401 Wrocław",1512,446,637,948
20869,"Zespół Szkolno-Przedszkolny nr 9, ul. Mariana Morelowskiego 43, 52-429 Wrocław",855,248,179,441
20870,"Zespół Szkolno-Przedszkolny nr 9, ul. Miedziana 1/3, 90-038 Łódź",451,241,874,536
20872,"Zespół Szkolno-Przedszkolny nr 9, ul. Piotra Skargi 3, 35-202 Rzeszów",587,614,974,1066
20873,"Zespół Szkolno-Przedszkolny nr 9, ul. Umultowska 114, 61-614 Poznań",1471,378,323,776
20874,"Zespół Szkolno-Przedszkolny w Albigowej, Albigowa 489, 37-122 Albigowa",108,287,222,602
20875,"Zespół Szkolno-Przedszkolny w Albigowej, Albigowa 489, 37-122 Łańcut",101,381,177,669
20877,"Zespół Szkolno-Przedszkolny w Bachowicach, Bachowice ul. Księdza Gołby 1, 34-116 Spytkowice",193,541,333,915
20879,"Zespół Szkolno-Przedszkolny w Bartnikach, Bartniki ul. Miodowa 47, 96-332 Radziwiłłów",339,600,604,1054
20882,"Zespół Szkolno-Przedszkolny w Bejscach, Bejsce 233, 28-512 Bejsce",203,438,363,767
20883,"Zespół Szkolno-Przedszkolny w Białowieży, ul. Stoczek 2, 17-230 Białowieża",357,170,648,464
20890,"Zespół Szkolno-Przedszkolny w Bodzentynie, ul. Rynek Górny 11, 26-010 Bodzentyn",276,452,438,771
20893,"Zespół Szkolno-Przedszkolny w Bolimowie, ul. Sokołowska 24, 99-417 Bolimów",253,429,484,808
20896,"Zespół Szkolno-Przedszkolny w Borkach, Borki 164, 33-230 Szczucin",96,423,169,728
20897,"Zespół Szkolno-Przedszkolny w Borkowie, ul. Akacjowa 2, 80-180 Borkowo",1354,321,1412,843
20906,"Zespół Szkolno-Przedszkolny w Brudzeniu Dużym, ul. Szkolna 15, 09-414 Brudzeń Duży",150,327,270,620
20910,"Zespół Szkolno-Przedszkolny w Brzeźniu, Bronisławów ul. Szkolna 2, 98-275 Brzeźnio",353,530,602,972
20913,"Zespół Szkolno-Przedszkolny w Bukowcu, Bukowiec ul. Szkolna 3, 95-006 Brójce",575,397,970,721
20914,"Zespół Szkolno-Przedszkolny w Bulowicach, ul. Bielska 59, 32-652 Bulowice",500,1055,842,1821
20917,"Zespół Szkolno-Przedszkolny w Będkowie, ul. Władysława Stanisława Reymonta 11, 97-319 Będków",190,573,327,971
20918,"Zespół Szkolno-Przedszkolny w Cedyni, ul. Mieszka I 21, 74-520 Cedynia",517,348,775,708
20920,"Zespół Szkolno-Przedszkolny w Chełmsku Śląskim, Chełmsko Śląskie ul. Kolonia 14, 58-420 Lubawka",337,401,538,684
20929,"Zespół Szkolno-Przedszkolny w Czarnocinie, ul. Główna 134, 97-318 Czarnocin",211,359,368,668
20936,"Zespół Szkolno-Przedszkolny w Dankowicach (budynek przedszkola), ul. św. Wojciecha 25, 43-331 Dankowice",409,496,685,887
20938,"Zespół Szkolno-Przedszkolny w Dobrem, ul. Szkolna 3, 05-307 Dobre",332,799,641,1408
20941,"Zespół Szkolno-Przedszkolny w Dobrzelowie, ul. Górna 7, 97-400 Bełchatów",264,616,539,103
20942,"Zespół Szkolno-Przedszkolny w Dobrzykowicach, Dobrzykowice ul. Sukcesu 2, 55-002 Kamieniec Wrocławski",969,295,705,710
20943,"Zespół Szkolno-Przedszkolny w Domaradzu, Domaradz 349, 36-230 Domaradz",103,468,174,895
20945,"Zespół Szkolno-Przedszkolny w Domiechowicach, Domiechowice ul. Grabowa 80, 97-400 Bełchatów",229,453,372,817
20948,"Zespół Szkolno-Przedszkolny w Drużbicach, Drużbice 15, 97-403 Drużbice",184,350,311,715
20966,"Zespół Szkolno-Przedszkolny w Halinowie, ul. Okuniewska 115, 05-074 Halinów",1087,940,1772,1738
20967,"Zespół Szkolno-Przedszkolny w Hecznarowicach, Hecznarowice ul. Krakowska 110, 43-330 Wilamowice",273,570,485,983
20969,"Zespół Szkolno-Przedszkolny w Humniskach, Humniska 264, 36-206 Humniska",178,619,335,1101
20971,"Zespół Szkolno-Przedszkolny w Istebnej, Istebna 1345, 43-470 Istebna",242,441,459,841
20976,"Zespół Szkolno-Przedszkolny w Jankowicach, ul. Baziowa 17, 43-215 Jankowice",388,592,681,1108
20986,"Zespół Szkolno-Przedszkolny w Jedlińsku, ul. Konopnickiej 2, 26-660 Jedlińsk",208,458,391,803
20987,"Zespół Szkolno-Przedszkolny w Jedlni, Jedlnia 93, 26-670 Pionki",178,676,318,99
20992,"Zespół Szkolno-Przedszkolny w Juszczynie, Juszczyna 275, 34-382 Bystra",72,478,152,807
20996,"Zespół Szkolno-Przedszkolny w Karniewie, ul. Szkolna 9, 06-425 Karniewo",167,594,289,942
21001,"Zespół Szkolno-Przedszkolny w Klukach, ul. Szkolna 4, 97-415 Kluki",163,384,243,671
21003,"Zespół Szkolno-Przedszkolny w Kochcicach, Kochcice ul. Parkowa 45, 42-713 Kochanowice",170,263,296,570
21009,"Zespół Szkolno-Przedszkolny w Korytnicy, ul. Henryka Sienkiewicza 14, 07-120 Korytnica",127,584,223,978
21018,"Zespół Szkolno-Przedszkolny w Kraczkowej, Kraczkowa 311, 37-124 Kraczkowa",223,991,440,1751
21031,"Zespół Szkolno-Przedszkolny w Kębłowie, ul. Stradyńska 15a, 64-223 Kębłowo",254,222,457,521
21036,"Zespół Szkolno-Przedszkolny w Lipowej, ul. Jana Pawła II 3, 34-324 Lipowa",462,442,774,797
21037,"Zespół Szkolno-Przedszkolny w Lisich Jamach, Lisie Jamy ul. Lwowska 45, 37-600 Lubaczów",97,504,161,785
21040,"Zespół Szkolno-Przedszkolny w Lubieni, Lubienia ul. Iłżecka 20, 27-230 Brody",169,413,275,701
21045,"Zespół Szkolno-Przedszkolny w Lutomiersku, ul. marszałka J. Piłsudskiego 1, 95-083 Lutomiersk",706,391,1132,763
21055,"Zespół Szkolno-Przedszkolny w Mesznej, Meszna ul. Szkolna 1, 43-360 Bystra",418,333,617,644
21061,"Zespół Szkolno-Przedszkolny w Mierzeszynie, ul. Wolności 19, 83-041 Mierzeszyn",218,214,387,511
21063,"Zespół Szkolno-Przedszkolny w Mikluszowicach, Mikluszowice 228, 32-708 Dziewin",75,465,147,777
21064,"Zespół Szkolno-Przedszkolny w Mirkowie, ul. Juliusza Słowackiego 17, 55-095 Mirków",775,303,229,669
21065,"Zespół Szkolno-Przedszkolny w Mizerowie, ul. Nadrzeczna 31, 43-265 Mizerów",122,365,232,648
21069,"Zespół Szkolno-Przedszkolny w Modlnicy, ul. Sportowa 2, 32-085 Modlnica",614,328,101,740
21082,"Zespół Szkolno-Przedszkolny w Młoszowej, ul. Kamieniec 1, 32-540 Młoszowa",480,410,778,730
21085,"Zespół Szkolno-Przedszkolny w Nowej Brzeźnicy, ul. Kościuszki 100, 98-331 Nowa Brzeźnica",180,404,268,686
21092,"Zespół Szkolno-Przedszkolny w Obrze, ul. Szkolna 19, 64-211 Obra",269,298,499,632
21095,"Zespół Szkolno-Przedszkolny w Orzechu, Orzech ul. Brzechwy 8, 42-622 Świerklaniec",336,347,567,677
21108,"Zespół Szkolno-Przedszkolny w Parzymiechach, ul. Parkowa 2, 42-164 Parzymiechy",226,395,335,687
21115,"Zespół Szkolno-Przedszkolny w Pogórzu, Pogórze ul. Zamek 8, 43-430 Skoczów",238,300,406,631
21117,"Zespół Szkolno-Przedszkolny w Poświętnem, Cygów ul. Szkolna 20, 05-326 Poświętne",173,914,360,1645
21118,"Zespół Szkolno-Przedszkolny w Poświętnem, ul. Szkolna 2A, 26-315 Poświętne",103,336,231,621
21121,"Zespół Szkolno-Przedszkolny w Pszczynie, ul. Staromiejska 41, 43-200 Pszczyna",405,375,652,699
21123,"Zespół Szkolno-Przedszkolny w Radgoszczy, pl. św. Kazimierza 10, 33-207 Radgoszcz",72,620,125,0
21125,"Zespół Szkolno-Przedszkolny w Radostowicach, ul. Dworcowa 56, 43-262 Radostowice",214,364,370,651
21128,"Zespół Szkolno-Przedszkolny w Rogozinie, ul. Mazowiecka 25, 09-442 Rogozino",254,358,457,638
21135,"Zespół Szkolno-Przedszkolny w Ryczowie, ul. Szkolna 18, 34-115 Ryczów",268,596,429,949
21138,"Zespół Szkolno-Przedszkolny w Rzgowie, pl. Plac Stuczyńskich 5, 62-586 Rzgów",196,395,386,678
21146,"Zespół Szkolno-Przedszkolny w Serbach, Serby ul. Ogrodowa 18, 67-210 Głogów",401,426,577,744
21155,"Zespół Szkolno-Przedszkolny w Smolcu, Smolec ul. Kościelna 2, 55-080 Kąty Wrocławskie",1342,256,337,849
21161,"Zespół Szkolno-Przedszkolny w Spytkowicach, ul. Szkolna 14, 34-116 Spytkowice",305,554,539,960
21164,"Zespół Szkolno-Przedszkolny w Starej Wsi, Stara Wieś ul. Dolna 12, 43-330 Wilamowice",202,486,348,892
21167,"Zespół Szkolno-Przedszkolny w Stepnicy, ul. Bolesława Krzywoustego 4, 72-112 Stepnica",477,275,687,573
21171,"Zespół Szkolno-Przedszkolny w Stroniu, Stronie 67, 34-145 Stronie",116,292,227,572
21172,"Zespół Szkolno-Przedszkolny w Studzienicach, ul. św. Jana Pawła II 74, 43-215 Studzienice",236,449,445,808
21174,"Zespół Szkolno-Przedszkolny w Sufczynie, Sufczyn 250, 32-852 Dębno",133,420,263,782
21182,"Zespół Szkolno-Przedszkolny w Słodkowie, Słodków 21, 62-700 Turek",214,347,452,738
21189,"Zespół Szkolno-Przedszkolny w Tomicach, ul. Floriańska 16, 34-100 Tomice",369,468,691,847
21194,"Zespół Szkolno-Przedszkolny w Trębaczewie, Trębaczew ul. Szkolna 5, 98-355 Działoszyn",299,499,498,826
21196,"Zespół Szkolno-Przedszkolny w Tyszowcach, ul. Kościelna 25, 22-630 Tyszowce",216,634,368,1088
21202,"Zespół Szkolno-Przedszkolny w Wadowicach Górnych, Wadowice Górne 111, 39-308 Wadowice Górne",74,384,157,759
21206,"Zespół Szkolno-Przedszkolny w Wielmoży, Wielmoża ul. Szkolna 55, 32-045 Sułoszowa",112,437,243,779
21210,"Zespół Szkolno-Przedszkolny w Wilkowie Polskim, Wilkowo Polskie ul. Kościańska 2, 64-050 Wielichowo",119,287,260,566
21212,"Zespół Szkolno-Przedszkolny w Witkowicach, Witkowice ul. Beskidzka 98, 32-650 Kęty",199,584,351,990
21214,"Zespół Szkolno-Przedszkolny w Wiśle Wielkiej, ul. Hodowców 38, 43-243 Wisła Wielka",229,542,390,919
21220,"Zespół Szkolno-Przedszkolny w Wolbromiu, os. Władysława Łokietka 10, 32-340 Wolbrom",419,529,669,904
21230,"Zespół Szkolno-Przedszkolny w Zabierzowie, ul. Kolejowa 15, 32-080 Zabierzów",798,359,1225,766
21234,"Zespół Szkolno-Przedszkolny w Zagórzu, ul. Wolności 10, 38-540 Zagórz",283,510,449,900
21236,"Zespół Szkolno-Przedszkolny w Zalasowej, ul. Karpacka 21, 33-159 Zalasowa",78,387,134,699
21239,"Zespół Szkolno-Przedszkolny w Zarzeczu, Zarzecze ul. Adama Mickiewicza 45, 37-400 Nisko",167,647,308,1092
21244,"Zespół Szkolno-Przedszkolny w Zedermanie, Zederman 99, 32-300 Olkusz",73,415,163,698
21247,"Zespół Szkolno-Przedszkolny w Złoczewie, ul. Burzenińska 4/6, 98-270 Złoczew",266,491,443,1007
21249,"Zespół Szkolno-Przedszkolny w w Turce, Turka 294, 20-258 Turka",137,316,285,606
21250,"Zespół Szkolno-Przedszkolny w Ćwiklicach, ul. Męczenników Oświęcimskich 71, 43-229 Ćwiklice",337,318,568,599
21253,"Zespół Szkolno-Przedszkolny w Łodygowicach, ul. Piłsudskiego 121, 34-325 Łodygowice",378,534,663,993
21254,"Zespół Szkolno-Przedszkolny w Łojkach, Łojki ul. Długa 48, 42-290 Blachownia",446,340,710,666
21255,"Zespół Szkolno-Przedszkolny w Łuszczowie, Łuszczów Drugi 102, 20-258 Łuszczów Drugi",163,356,325,699
21257,"Zespół Szkolno-Przedszkolny w Łące, ul. Grzegorza Fitelberga 1, 43-241 Łąka",489,574,814,1118
21267,"Zespół Szkolno-Przedszkolny w Świdniku Małym, Świdnik Mały 39, 20-258 Świdnik Mały",209,327,368,643
21270,"Zespół Szkolno-Przedszkolny w Żelisławicach, Żelisławice ul. Przyszłości 9, 42-470 Siewierz",235,300,387,614
21271,"Zespół Szkolno-Przedszkolny we Wsoli, Wsola ul. Szkolna 1, 26-660 Jedlińsk",179,578,297,968
21274,"Zespół Szkolno-Przedszkolny z Oddziałami Integracyjnymi w Kampinosie, ul. Szkolna 5, 05-085 Kampinos",425,510,704,921
21275,"Zespół Szkolno-Przedszkolny z Oddziałami Integracyjnymi w Libiążu, ul. Ignacego Paderewskiego 2, 32-590 Libiąż",415,387,715,699
21290,"Zespół Szkolno-Przedszkolny, Borzęcin Duży ul. Warszawska 697, 05-083 Zaborów",755,733,1324,1410
21293,"Zespół Szkolno-Przedszkolny, Bąków ul. Główna 62, 43-246 Strumień",232,361,356,653
21294,"Zespół Szkolno-Przedszkolny, Cerekwica ul. Przybrodzka 1, 62-090 Rokietnica",56,215,751,530
21297,"Zespół Szkolno-Przedszkolny, Fasty ul. Białostocka 5, 15-694 Białystok",261,269,448,570
21302,"Zespół Szkolno-Przedszkolny, Grzymiszew ul. Nowa 2, 62-740 Tuliszków",154,466,314,825
21305,"Zespół Szkolno-Przedszkolny, Jabłonna ul. Nowotomyska 9, 64-308 Nowy Tomyśl",299,331,573,704
21329,"Zespół Szkolno-Przedszkolny, Paterek ul. Kcyńska 6a, 89-100 Nakło nad Notecią",473,366,746,675
21348,"Zespół Szkolno-Przedszkolny, Strzebielino-Osiedle ul. M. C. Skłodowskiej 1, 84-220 Strzebielino",368,456,681,957
21355,"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",1169,1165,1045,135
21357,"Zespół Szkolno-Przedszkolny, Wysoka ul. Chabrowa 99, 52-200 Wrocław",1229,262,1002,620
21370,"Zespół Szkolno-Przedszkolny, ul. Główna 15, 43-424 Drogomyśl",382,250,595,569
21372,"Zespół Szkolno-Przedszkolny, ul. Hubalczyków 7, 76-200 Słupsk",664,243,24,548
21375,"Zespół Szkolno-Przedszkolny, ul. Konstytucji 3 Maja 1, 62-066 Granowo",385,393,700,786
21378,"Zespół Szkolno-Przedszkolny, ul. Kościuszki 120, 34-326 Pietrzykowice",247,403,433,734
21382,"Zespół Szkolno-Przedszkolny, ul. Królowej Jadwigi 18, 32-800 Brzesko",618,764,957,1278
21389,"Zespół Szkolno-Przedszkolny, ul. Powstańców Śląskich 41, 44-186 Gierałtowice",622,555,1053,1161
21390,"Zespół Szkolno-Przedszkolny, ul. Pucka 27, 84-103 Łebcz",252,245,467,598
21391,"Zespół Szkolno-Przedszkolny, ul. Skalna 12, 43-190 Mikołów",678,292,89,606
21392,"Zespół Szkolno-Przedszkolny, ul. Stasia i Nel 2, 21-400 Łuków",309,579,468,962
21395,"Zespół Szkolno-Przedszkolny, ul. Stefana Żeromskiego 8, 99-320 Żychlin",394,416,631,772
21397,"Zespół Szkolno-Przedszkolny, ul. Szkolna 1, 84-122 Żelistrzewo",503,384,826,759
21398,"Zespół Szkolno-Przedszkolny, ul. Szkolna 11, 44-340 Godów",236,369,401,651
21402,"Zespół Szkolno-Przedszkolny, ul. Szkolna 21, 44-323 Połomia",190,717,326,210
21403,"Zespół Szkolno-Przedszkolny, ul. Szkolna 22, 33-111 Koszyce Wielkie",388,526,665,946
21404,"Zespół Szkolno-Przedszkolny, ul. Szkolna 31, 21-143 Abramów",49,356,115,645
21405,"Zespół Szkolno-Przedszkolny, ul. Szkolna 4, 44-178 Przyszowice",605,553,970,981
21410,"Zespół Szkolno-Przedszkolny, ul. Szkolna 6, 44-293 Szczerbice",364,385,560,761
21411,"Zespół Szkolno-Przedszkolny, ul. Szkolna 6, 84-217 Szemud",687,823,1149,713
21422,"Zespół Szkolno-Przedszkolny, ul. Zamkowa 4, 24-160 Wąwolnica",157,617,284,1122
21423,"Zespół Szkolno-Przedszkolny, ul. Zwycięstwa 44, 44-177 Paniówki",471,542,777,27
21424,"Zespół Szkolno-Przedszkolny, ul. Zwycięstwa 7, 43-178 Ornontowice",730,1019,1232,2028
21426,"Zespół Szkolno-Przedszkolny, Łaziska ul. Powstańców Śląskich 151, 44-340 Godów",244,323,383,608
21430,"Zespół Szkolno–Przedszkolny nr 4, Gdańsk ul. Wilhelma Stryjewskiego 28, 80-620 Gdańsk 8",704,467,1148,859
21431,"Zespół Szkolno–Przedszkolny nr 5, Gdańsk ul. Startowa 9, 80-461 Gdańsk 22",1047,460,1614,713
21432,"Zespół Szkolno–Przedszkolny nr 7, Gdańsk ul. Wolności 6A, 80-538 Gdańsk 4",602,318,979,598
21449,"Zespół Szkoły Podstawowej i Przedszkola, Chobienice 145, 64-214 Chobienice",282,240,483,565
21450,"Zespół Szkoły Podstawowej i Przedszkola, Kalinowice 148A, 22-400 Zamość",382,546,598,1035
21453,"Zespół Szkoły Postawowej i Przedszkola Nr 1 w Rakszawie (dawne ZSTG), Rakszawa 325, 37-111 Rakszawa",125,423,253,750
21455,"Zespół Szkoły i Przedszkola Nr 1, Kasina Wielka 761, 34-741 Kasina Wielka",94,456,181,766
21463,"Zespół Szkoły i Przedszkola, Łostówka 245, 34-730 Mszana Dolna",44,347,86,629
21464,"Zespół Szkoły i Schroniska Młodzieżowego, Stryszawa 400A, 34-205 Stryszawa",225,666,360,86
21467,"Zespół Szkól Nr 2, ul. Wczasowa 5, 05-270 Marki",465,313,804,647
21473,"Zespół Szkół Architektoniczno-Budowlanych, ul. Jerzego Szablowskiego 1, 30-127 Kraków",595,241,979,398
21481,"Zespół Szkół Budowlano-Geodezyjnych, ul. Słonimska 47/1, 15-029 Białystok",583,501,1028,894
21490,"Zespół Szkół Budowlanych w Rybniku, ul. Świerklańska 42, 44-200 Rybnik",515,334,770,672
21493,"Zespół Szkół Budowlanych, ul. Jana Pestalozziego 18, 85-095 Bydgoszcz",690,292,1151,530
21499,"Zespół Szkół Budownictwa nr 1, ul. Rybaki 17, 61-883 Poznań",423,109,912,266
21516,"Zespół Szkół Chłodniczych i Elektronicznych, ul. Sambora 48, 81-201 Gdynia",880,283,1390,601
21519,"Zespół Szkół Ekologiczno-Transportowych, ul. Morska 186, 81-225 Gdynia",1103,480,1708,921
21520,"Zespół Szkół Ekologicznych, ul. Francuska 25a, 65-943 Zielona Góra",847,323,1214,513
21529,"Zespół Szkół Ekonomiczno-Ogólnokształcących, ul. Drukarska 50, 53-312 Wrocław",809,438,1515,775
21531,"Zespół Szkół Ekonomiczno-Turystyczno-Hotelarskich im. Władysława Grabskiego, al. 1 Maja 89, 90-755 Łódź",596,261,38,493
21534,"Zespół Szkół Ekonomiczno-Usługowych, pl. Plac Romualda Traugutta 1, 41-800 Zabrze",332,217,565,505
21542,"Zespół Szkół Ekonomicznych w Międzyrzecu Podlaskim, ul. 3 Maja 40/42, 21-560 Międzyrzec Podlaski",200,470,306,769
21545,"Zespół Szkół Ekonomicznych w Zawierciu, ul. Macieja Rataja 30, 42-400 Zawiercie",385,319,601,638
21549,"Zespół Szkół Ekonomicznych, ul. Bukowa 38/40, 87-800 Włocławek",738,432,1087,757
21552,"Zespół Szkół Ekonomicznych, ul. Klementyny Hoffmanowej 13, 35-016 Rzeszów",326,274,559,589
21557,"Zespół Szkół Ekonomicznych, ul. Stanisława Wernera 22, 26-600 Radom",398,656,653,1127
21559,"Zespół Szkół Ekonomii i Usług, ul. Astronautów 19, 93-533 Łódź",741,392,1217,744
21560,"Zespół Szkół Elektroniczno-Informatycznych im. Jana Szczepanika, ul. Strykowska 10/18, 91-725 Łódź",995,441,610,801
21561,"Zespół Szkół Elektronicznych i Informatycznych, ul. Jagiellońska 13, 41-200 Sosnowiec",726,361,99,625
21567,"Zespół Szkół Elektronicznych, ul. Wojciechowska 38, 20-704 Lublin",705,568,1197,1000
21574,"Zespół Szkół Elektrycznych i Ogólnokształcących, ul. Rzeszowska 10, 38-400 Krosno",472,474,758,925
21575,"Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka, ul. Świt 25, 60-375 Poznań",1061,387,821,739
21576,"Zespół Szkół Elektrycznych, ul. Al. 1000-lecia Państwa Polskiego 14, 15-111 Białystok",523,352,1076,893
21580,"Zespół Szkół Elektrycznych, ul. Tadeusza Kościuszki 39 - 41, 45-062 Opole",754,267,1325,594
21586,"Zespół Szkół Gastronomiczno-Hotelarskich, Gdańsk al. Aleja Legionów 7, 80-441 Gdańsk 6",458,234,953,415
21588,"Zespół Szkół Gastronomiczno-Hotelarskich, ul. Majdańska 30/36, 04-110 Warszawa",1061,544,1816,944
21592,"Zespół Szkół Gastronomiczno-Spożywczych im. Wisławy Szymborskiej, sala nr 24 (parter), ul. Żołnierska 49, 10-560 Olsztyn",691,348,105,669
21593,"Zespół Szkół Gastronomicznych Nr 1, os. Osiedle Złotej Jesieni 16, 31-828 Kraków",533,464,1005,852
21594,"Zespół Szkół Gastronomicznych im. Karola Libelta, ul. Podkomorska 49, 60-326 Poznań",1060,376,1717,677
21595,"Zespół Szkół Gastronomicznych, ul. Jana Sobieskiego 15, 43-300 Bielsko-Biała",320,257,349,610
21607,"Zespół Szkół Gminnych im. Lotników Polskich w Nieszkowicach Wielkich, Nieszkowice Wielkie 67, 32-700 Nieszkowice Wielkie",85,417,167,751
21609,"Zespół Szkół Gminnych w Proszówkach-Szkoła Podstawowa, Proszówki 365, 32-700 Proszówki",185,454,370,798
21615,"Zespół Szkół Handlowo-Ekonomicznych, ul. gen. Józefa Bema 105, 15-370 Białystok",777,641,1481,1289
21616,"Zespół Szkół Handlowych im. Bohaterów Poznańskiego Czerwca `56, ul. Śniadeckich 54/58, 60-774 Poznań",406,139,875,301
21617,"Zespół Szkół Handlowych, ul. Gajowa 94, 85-717 Bydgoszcz",1386,721,2130,1183
21620,"Zespół Szkół Hotelarsko-Gastronomicznych, ul. Morska 77, 81-222 Gdynia",681,226,112,452
21629,"Zespół Szkół Komunikacji im. Hipolita Cegielskiego, ul. Aleksandra Fredry 13, 61-701 Poznań",384,165,855,324
21630,"Zespół Szkół Kreowania Wizerunku, Gdańsk ul. Prezydenta Lecha Kaczyńskiego 35, 80-365 Gdańsk 53",681,228,116,407
21634,"Zespół Szkół Licealnych i Ekonomicznych nr 1, ul. Stawki 10, 00-178 Warszawa",31,191,629,357
21642,"Zespół Szkół Logistycznych, ul. Jana Władysława Dawida 9 - 11, 50-527 Wrocław",868,452,1678,805
21647,"Zespół Szkół Mechanicznych Nr 2, al. Aleja gen. Jana Skrzyneckiego 12, 30-363 Kraków",618,172,533,498
21648,"Zespół Szkół Mechanicznych Nr 4, ul. Podbrzezie 10, 31-054 Kraków",327,159,728,273
21649,"Zespół Szkół Mechanicznych im. Komisji Edukacji Narodowej, ul. Świerkowa 8, 61-472 Poznań",1067,456,1703,824
21650,"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz",857,437,1202,748
21653,"Zespół Szkół Mechanicznych, ul. Władysława Broniewskiego 14, 15-748 Białystok",406,463,712,813
21656,"Zespół Szkół Miejskich Nr 3 w Jaśle, ul. Szkolna 38, 38-200 Jasło",848,992,1246,1538
21658,"Zespół Szkół Miejskich, ul. Stefana Żeromskiego 11, 87-400 Golub-Dobrzyń",580,539,895,910
